,player,rating,kills,ok,kost,kpr,srv,1vx,plant,hs,atk,def
6,FOXA,1.45,8-3 (+5),0-0 (+0),88%,1,63%,0,1,67%,Ash,Pulse
7,GHOST,0.94,5-7 (-2),0-2 (-2),88%,0.63,13%,0,0,75%,IQ,Pulse
8,HYPER,0.67,5-8 (-3),1-1 (+0),50%,0.63,0%,0,0,25%,Ash,Jager
9,RETRO,1.1,4-4 (+0),0-0 (+0),88%,0.5,50%,0,0,50%,Thatcher,Smoke
0,GOGA,1.64,10-3 (+7),1-0 (+1),89%,1.11,67%,1,0,50%,Thermite,Doc
1,FABIAN,1,5-6 (-1),0-0 (+0),89%,0.56,33%,0,0,100%,IQ,Doc
2,JOONAS,1.12,6-5 (+1),1-0 (+1),78%,0.67,44%,0,0,83%,Finka,Mira
3,PENGU,1.28,7-4 (+3),0-0 (+0),78%,0.78,56%,0,2,43%,Montagne,Mute
4,KANTO,1.8,14-4 (+10),5-2 (+3),67%,1.56,56%,0,0,79%,Twitch,Smoke
5,KS,0.56,2-8 (-6),0-1 (-1),56%,0.22,11%,0,0,0%,Thermite,Smoke
6,RIPZ,0.98,8-8 (+0),0-1 (-1),44%,0.89,11%,1,1,50%,Capitao,Mira
7,VALE,0.14,1-9 (-8),0-2 (-2),22%,0.11,0%,0,0,0%,IQ,Mute
8,KOREY,0.65,4-9 (-5),2-2 (+0),56%,0.44,0%,0,0,0%,Buck,Jager
9,CRY1NNN,0.8,7-8 (-1),0-1 (-1),44%,0.78,11%,0,0,29%,Zofia,Lesion
0,SHA77E,1.52,10-4 (+6),1-0 (+1),89%,1.11,56%,0,0,10%,Sledge,Bandit
1,BOUNSSI,1.17,4-3 (+1),0-0 (+0),89%,0.44,67%,0,1,0%,Thermite,Smoke
2,WILLKEY,1.06,6-5 (+1),1-0 (+1),78%,0.67,44%,0,0,40%,Thatcher,Mute
3,UUNO,0.33,2-8 (-6),0-5 (-5),22%,0.22,11%,0,0,50%,Ash,Smoke
4,HICKS,0.65,4-7 (-3),0-0 (+0),44%,0.44,22%,0,0,25%,Hibana,Smoke
5,RISZE,1.13,9-7 (+2),1-2 (-1),67%,1,22%,0,0,50%,Sledge,Lesion
6,ACEEZ,0.4,2-8 (-6),0-0 (+0),33%,0.22,11%,0,0,100%,IQ,Jager
7,ALPHAMA,0.84,6-8 (-2),0-1 (-1),67%,0.67,11%,0,0,33%,Thatcher,Bandit
8,GOMFI,1.07,6-6 (+0),2-0 (+2),78%,0.67,33%,0,0,17%,Ash,Jager
9,SLEBBEN,1.58,12-5 (+7),4-1 (+3),78%,1.33,44%,0,0,83%,Ying,Bandit
0,RENUILZ,0.85,7-9 (-2),1-2 (-1),64%,0.64,18%,0,0,57%,Zofia,Maestro
1,SECRETLY,1.06,10-9 (+1),2-2 (+0),64%,0.91,18%,0,0,11%,Buck,Smoke
2,KRIPPS,1.68,16-5 (+11),2-1 (+1),73%,1.45,55%,0,1,56%,Ash,Castle
3,REDGROOVE,0.48,3-8 (-5),0-1 (-1),27%,0.27,27%,0,0,33%,Capitao,Mute
4,MEEPEY,0.82,5-8 (-3),0-1 (-1),64%,0.45,27%,0,0,40%,Ash,Mira
5,ELEMZJE,0.98,8-8 (+0),3-2 (+1),64%,0.73,27%,0,0,75%,Thatcher,Jager
6,LACKY,1.16,9-7 (+2),0-0 (+0),73%,0.82,36%,0,0,56%,Zofia,Mute
7,LEONGIDS,1.32,13-8 (+5),3-2 (+1),73%,1.18,27%,0,0,38%,Buck,Maestro
8,STIZZE,0.69,3-7 (-4),0-0 (+0),55%,0.27,36%,0,0,33%,Hibana,Smoke
9,VITO,0.62,2-7 (-5),0-0 (+0),55%,0.18,36%,0,1,50%,Thermite,Echo
0,HUNGRY,1.02,9-9 (+0),2-1 (+1),67%,0.75,25%,0,0,33%,Capitao,Smoke
1,ENEMY,0.91,8-10 (-2),1-1 (+0),58%,0.67,17%,0,1,63%,Thermite,Jager
2,REVAN,0.68,5-9 (-4),1-1 (+0),50%,0.42,25%,0,0,75%,Buck,Mute
3,SIRBOSS,0.65,3-8 (-5),0-1 (-1),50%,0.25,33%,1,0,33%,IQ,Mute
4,KARZHEKA,1.35,13-8 (+5),1-0 (+1),75%,1.08,33%,0,0,83%,Sledge,Lesion
5,SHOCKWAVE,1.06,10-8 (+2),1-2 (-1),58%,0.83,33%,0,1,50%,Thermite,Maestro
6,SHEPPARD,1.17,10-7 (+3),0-1 (-1),75%,0.83,42%,0,0,70%,Dokkaebi,Smoke
7,JOYSTICK,0.82,6-7 (-1),1-3 (-2),50%,0.5,42%,0,0,67%,Jackal,Jager
8,SCYTHER,0.98,6-6 (+0),2-1 (+1),67%,0.5,50%,0,0,20%,Zofia,Mute
9,BLAS,1.14,11-9 (+2),3-1 (+2),67%,0.92,25%,0,0,27%,Zofia,Maestro
0,UUNO,1.37,7-4 (+3),0-0 (+0),88%,0.88,50%,0,0,43%,Ash,Bandit
1,HICKS,1.06,5-6 (-1),0-0 (+0),63%,0.63,25%,1,2,80%,Thermite,Smoke
2,RISZE,1.3,8-5 (+3),3-1 (+2),75%,1,38%,0,0,25%,Buck,Jager
3,HUNGRY,0.47,3-7 (-4),0-0 (+0),38%,0.38,13%,0,0,67%,Capitao,Smoke
4,ENEMY,0.17,1-8 (-7),0-2 (-2),25%,0.13,0%,0,0,0%,Thermite,Bandit
5,REVAN,0.83,6-7 (-1),0-1 (-1),50%,0.75,13%,0,0,67%,Maverick,Lesion
6,ACEEZ,1.43,8-5 (+3),2-0 (+2),88%,1,38%,0,0,63%,Maverick,Castle
7,SIRBOSS,0.57,5-8 (-3),0-4 (-4),25%,0.63,0%,0,1,40%,Ash,Jager
8,ALPHAMA,1.6,10-4 (+6),2-0 (+2),75%,1.25,50%,1,0,22%,Hibana,Mira
9,BLAS,1.18,8-8 (+0),1-0 (+1),75%,1,0%,0,0,57%,Zofia,Doc
0,GOGA,0.55,3-8 (-5),0-1 (-1),45%,0.27,27%,0,0,0%,IQ,Echo
1,FABIAN,1.02,9-9 (+0),0-1 (-1),45%,0.82,18%,1,0,50%,Hibana,Mute
2,JOONAS,0.53,3-10 (-7),0-2 (-2),45%,0.27,9%,0,0,67%,Thatcher,Vigil
3,PENGU,1.07,10-8 (+2),0-2 (-2),64%,0.91,27%,0,0,33%,Blitz,Lesion
4,KANTO,0.83,7-9 (-2),3-1 (+2),64%,0.64,18%,0,0,57%,Twitch,Doc
5,MEEPEY,0.61,1-8 (-7),0-1 (-1),64%,0.09,27%,0,0,0%,IQ,Lesion
6,ELEMZJE,1.05,8-8 (+0),0-1 (-1),82%,0.73,27%,0,0,75%,Hibana,Echo
7,LACKY,0.87,5-6 (-1),0-0 (+0),64%,0.45,45%,0,0,40%,Zofia,Valkyrie
8,LEONGIDS,1.75,17-6 (+11),5-1 (+4),82%,1.55,45%,0,0,33%,Ash,Mute
9,STIZZE,1.53,13-5 (+8),2-0 (+2),82%,1.18,55%,0,0,38%,Maverick,Smoke
0,RENUILZ,1.8,11-3 (+8),2-1 (+1),71%,1.57,57%,0,0,73%,Zofia,Maestro
1,SECRETLY,1.85,8-0 (+8),1-0 (+1),100%,1.14,100%,0,0,63%,Buck,Smoke
2,KRIPPS,1.48,8-3 (+5),1-0 (+1),71%,1.14,57%,0,0,50%,Ash,Bandit
3,REDGROOVE,1.3,5-1 (+4),0-0 (+0),86%,0.71,86%,0,0,80%,IQ,Mute
4,KS,0.76,5-7 (-2),0-1 (-1),57%,0.71,0%,0,0,80%,Ash,Smoke
5,RIPZ,0.72,4-7 (-3),2-0 (+2),57%,0.57,0%,0,0,50%,Zofia,Valkyrie
6,VALE,0.07,0-7 (-7),0-0 (+0),14%,0,0%,0,0,0%,Capitao,Lesion
7,VITO,0.74,3-5 (-2),0-2 (-2),57%,0.43,29%,0,0,67%,Thermite,Jager
8,KOREY,0.41,3-7 (-4),1-3 (-2),29%,0.43,0%,0,0,67%,Ash,Jager
9,CRY1NNN,0,0-7 (-7),0-0 (+0),0%,0,0%,0,0,0%,Thatcher,Bandit
0,SHA77E,1.3,10-8 (+2),2-0 (+2),90%,1,20%,0,1,33%,Capitao,Maestro
1,BOUNSSI,0.39,1-8 (-7),0-1 (-1),30%,0.1,20%,0,0,100%,Thermite,Smoke
2,WILLKEY,0.57,4-9 (-5),0-2 (-2),50%,0.4,10%,0,0,0%,Dokkaebi,Jager
3,KARZHEKA,1.5,13-7 (+6),1-0 (+1),80%,1.3,30%,0,0,67%,Zofia,Pulse
4,SHOCKWAVE,0.98,7-6 (+1),1-1 (+0),60%,0.7,40%,0,0,14%,Buck,Mute
5,SHEPPARD,0.97,4-5 (-1),0-0 (+0),70%,0.4,50%,0,2,25%,Thermite,Smoke
6,JOYSTICK,1.13,9-7 (+2),3-2 (+1),60%,0.9,30%,0,0,44%,Ash,Jager
7,GOMFI,0.96,7-7 (+0),1-2 (-1),60%,0.7,30%,1,0,57%,Ash,Doc
8,SCYTHER,1.11,7-5 (+2),1-0 (+1),70%,0.7,50%,0,0,17%,Jackal,Maestro
9,SLEBBEN,0.91,8-8 (+0),0-1 (-1),60%,0.8,20%,0,0,13%,Thatcher,Mute
0,SHA77E,0.48,3-8 (-5),1-3 (-2),44%,0.33,11%,0,0,33%,Zofia,Maestro
1,BOUNSSI,0.05,0-9 (-9),0-0 (+0),11%,0,0%,0,0,0%,Thermite,Smoke
2,WILLKEY,0.68,5-7 (-2),0-1 (-1),33%,0.56,22%,0,0,25%,Dokkaebi,Mute
3,RENUILZ,1.23,5-3 (+2),1-1 (+0),89%,0.56,67%,0,0,40%,Maverick,Maestro
4,SECRETLY,0.95,5-6 (-1),3-1 (+2),67%,0.56,33%,0,0,40%,Hibana,Jager
5,KRIPPS,1.6,12-3 (+9),0-0 (+0),78%,1.33,67%,0,0,17%,Ash,Lesion
6,REDGROOVE,1.33,8-3 (+5),0-0 (+0),78%,0.89,67%,0,0,25%,Dokkaebi,Pulse
7,VITO,1.69,10-2 (+8),2-1 (+1),89%,1.11,78%,0,1,50%,Buck,Smoke
8,GOMFI,0.45,4-9 (-5),1-1 (+0),22%,0.44,0%,0,0,0%,Maverick,Jager
9,SLEBBEN,0.81,5-7 (-2),1-1 (+0),67%,0.56,22%,0,0,20%,IQ,Lesion
0,MEEPEY,0.71,5-9 (-4),0-0 (+0),60%,0.5,10%,0,0,40%,Hibana,Lesion
1,ELEMZJE,0.67,5-8 (-3),1-1 (+0),40%,0.5,20%,0,0,60%,Glaz,Castle
2,LACKY,0.9,5-7 (-2),1-0 (+1),70%,0.5,30%,0,1,60%,Zofia,Valkyrie
3,LEONGIDS,0.92,6-8 (-2),4-2 (+2),70%,0.6,20%,0,0,33%,Dokkaebi,Mute
4,STIZZE,1.52,12-7 (+5),1-0 (+1),70%,1.2,30%,1,2,50%,Thermite,Smoke
5,KARZHEKA,0.99,6-7 (-1),1-1 (+0),70%,0.6,30%,0,1,50%,Hibana,Doc
6,SHOCKWAVE,1.2,8-5 (+3),0-1 (-1),80%,0.8,50%,0,0,75%,Thermite,Lesion
7,SHEPPARD,1.55,10-6 (+4),0-0 (+0),80%,1,40%,1,2,44%,Zofia,Smoke
8,JOYSTICK,0.57,4-9 (-5),0-5 (-5),30%,0.4,10%,1,0,100%,Jackal,Jager
9,SCYTHER,1.4,11-6 (+5),2-0 (+2),80%,1.1,40%,0,0,27%,Thatcher,Maestro
0,GOGA,0.69,3-8 (-5),1-2 (-1),42%,0.25,33%,1,1,67%,Thermite,Echo
1,FABIAN,0.88,9-9 (+0),0-1 (-1),50%,0.75,25%,0,0,56%,Maverick,Doc
2,JOONAS,0.94,9-9 (+0),2-2 (+0),58%,0.75,25%,0,0,22%,Capitao,Alibi
3,PENGU,0.86,7-10 (-3),1-0 (+1),67%,0.58,17%,0,0,29%,IQ,Mute
4,KANTO,1.64,15-6 (+9),3-0 (+3),92%,1.25,50%,1,0,53%,Twitch,Smoke
5,HUNGRY,1.47,9-7 (+2),1-0 (+1),75%,0.75,42%,2,0,56%,Capitao,Smoke
6,ENEMY,1.07,8-8 (+0),0-0 (+0),67%,0.67,33%,1,1,86%,Thermite,Jager
7,REVAN,1.25,13-9 (+4),2-0 (+2),58%,1.08,25%,0,0,36%,Thatcher,Valkyrie
8,SIRBOSS,1.09,8-8 (+0),2-0 (+2),83%,0.67,33%,0,0,43%,Zofia,Mute
9,BLAS,0.46,4-11 (-7),0-7 (-7),42%,0.33,8%,0,0,25%,Ash,Lesion
0,UUNO,1.33,12-7 (+5),3-2 (+1),73%,1.09,36%,0,0,83%,Ash,Pulse
1,HICKS,1.02,6-6 (+0),0-1 (-1),73%,0.55,45%,0,1,33%,Hibana,Smoke
2,RISZE,0.98,6-8 (-2),0-2 (-2),82%,0.55,27%,0,0,17%,Buck,Smoke
3,KS,1.04,8-8 (+0),1-0 (+1),73%,0.73,27%,0,0,29%,Capitao,Mira
4,RIPZ,0.57,5-9 (-4),0-1 (-1),45%,0.45,18%,0,0,80%,IQ,Pulse
5, VALE,0.53,3-8 (-5),0-2 (-2),27%,0.27,27%,1,1,33%,Thermite,Castle
6,ACEEZ,1.25,11-6 (+5),1-1 (+0),64%,1,45%,0,0,70%,Thatcher,Jager
7,ALPHAMA,1.24,8-5 (+3),1-0 (+1),73%,0.73,55%,1,0,43%,Thermite,Mira
8,KOREY,0.8,7-9 (-2),1-0 (+1),45%,0.64,18%,0,0,29%,Ash,Castle
9,CRY1NNN,0.98,9-10 (-1),4-2 (+2),64%,0.82,9%,0,0,57%,Buck,Jager
0,GOHAN,1.39,13-7 (+6),3-0 (+3),83%,1.08,42%,0,0,54%,Sledge,Smoke
1,NESK,1.57,16-6 (+10),2-1 (+1),75%,1.33,50%,0,0,53%,Ash,Jager
2,ZIG,0.82,4-6 (-2),0-0 (+0),50%,0.33,50%,0,2,0%,Thermite,Maestro
3,SEXYCAKE,0.82,6-8 (-2),1-1 (+0),58%,0.5,33%,0,0,33%,Dokkaebi,Smoke
4,PANICO,0.79,4-9 (-5),1-1 (+0),33%,0.33,25%,1,0,33%,Thatcher,Castle
5,GDNN1,0.65,5-10 (-5),0-3 (-3),58%,0.42,17%,0,0,40%,Thermite,Smoke
6,IBLACKZ,0.58,3-10 (-7),0-1 (-1),58%,0.25,17%,0,1,100%,IQ,Mira
7,ION,0.98,10-9 (+1),1-2 (-1),50%,0.83,25%,0,0,60%,Zofia,Bandit
8,HUGZORD,1.17,11-8 (+3),2-1 (+1),67%,0.92,33%,0,1,45%,Jackal,Maestro
9,PALUH,0.98,7-6 (+1),2-2 (+0),67%,0.58,50%,0,0,57%,Twitch,Bandit
0,PSYCHO,1.43,15-10 (+5),3-0 (+3),75%,1.25,17%,1,0,60%,Montagne,Castle
1,KAMIKAZE,0.75,6-9 (-3),0-0 (+0),50%,0.5,25%,0,0,33%,Zofia,Jager
2,JULIO,1.1,8-8 (+0),2-0 (+2),83%,0.67,33%,0,0,25%,Thermite,Valkyrie
3,WAG,0.91,9-10 (-1),1-2 (-1),67%,0.75,17%,0,0,78%,Ash,Smoke
4,DUDDS,1.05,10-11 (-1),0-1 (-1),50%,0.83,8%,1,0,50%,Maverick,Jager
5,INTACT,0.93,9-11 (-2),1-3 (-2),75%,0.75,8%,0,1,33%,Sledge,Smoke
6,DRUNKZ,1.6,16-9 (+7),2-0 (+2),83%,1.33,25%,1,0,44%,Glaz,Maestro
7,YUUK,0.4,4-11 (-7),0-4 (-4),33%,0.33,8%,0,0,75%,Ash,Valkyrie
8,BOR,0.95,5-10 (-5),1-0 (+1),67%,0.42,17%,2,2,50%,Thermite,Maestro
9,PINO,1.49,13-7 (+6),2-2 (+0),75%,1.08,42%,2,0,23%,Buck,Maestro
0,CAMERAM4N,0.85,5-6 (-1),1-2 (-1),60%,0.5,40%,0,0,20%,Ash,Castle
1,MURINGA,1.36,10-6 (+4),0-1 (-1),70%,1,40%,0,2,60%,Thermite,Smoke
2,ASTRO,0.87,6-9 (-3),0-1 (-1),80%,0.6,10%,0,0,50%,Zofia,Jager
3,MAV,1.36,10-5 (+5),2-1 (+1),80%,1,50%,0,0,50%,Blackbeard,Pulse
4,SPAWNSSS,0.77,6-8 (-2),0-1 (-1),60%,0.6,20%,0,0,50%,Buck,Pulse
5,FK1,0.89,7-10 (-3),2-1 (+1),70%,0.7,0%,0,0,14%,Zofia,Smoke
6,GCR,1.22,8-6 (+2),0-2 (-2),60%,0.8,40%,2,1,50%,Ash,Jager
7,REVO1TZ,0.97,7-8 (-1),2-0 (+2),70%,0.7,20%,0,0,20%,Glaz,Mira
8,YOONA,1.52,11-5 (+6),1-0 (+1),90%,1.1,50%,1,1,67%,Buck,Mira
9,GABRILOS,0.39,2-10 (-8),1-0 (+1),40%,0.2,0%,0,0,50%,Thermite,Maestro
0,BULLET,1.18,8-4 (+4),1-0 (+1),60%,0.8,60%,0,0,38%,Buck,Lesion
1,NOVYS,1.32,10-6 (+4),4-1 (+3),70%,1,40%,0,0,30%,Zofia,Smoke
2,CYB3R,1.52,13-6 (+7),2-1 (+1),80%,1.3,40%,0,0,62%,Glaz,Jager
3,PX,1.19,7-3 (+4),0-0 (+0),70%,0.7,70%,0,0,67%,Maverick,Mira
4,MKING,0.84,3-6 (-3),0-1 (-1),60%,0.3,40%,0,2,67%,Thermite,Maestro
5,MITY,0.31,2-9 (-7),0-3 (-3),30%,0.2,10%,0,0,100%,Buck,Smoke
6,VELVET,0.9,7-8 (-1),2-0 (+2),60%,0.7,20%,0,0,43%,Montagne,Bandit
7,VNXZZ,0.87,7-8 (-1),0-0 (+0),60%,0.7,20%,0,0,43%,Maverick,Jager
8,ABREU,0.53,1-8 (-7),1-2 (-1),30%,0.1,20%,1,0,100%,Thermite,Mira
9,VITZ,0.84,7-8 (-1),0-2 (-2),50%,0.7,20%,0,0,43%,Thatcher,Lesion
0,SPAWNSSS,1.27,9-6 (+3),2-0 (+2),67%,0.75,50%,2,1,50%,Jackal,Valkyrie
1,FK1,1.16,11-9 (+2),4-2 (+2),67%,0.92,25%,0,0,36%,Maverick,Jager
2,GCR,1.03,8-9 (-1),1-1 (+0),83%,0.67,25%,0,0,50%,Ash,Mute
3,REVO1TZ,0.97,9-8 (+1),0-0 (+0),58%,0.75,33%,0,0,11%,Buck,Pulse
4,PANICO,1.22,13-8 (+5),1-1 (+0),58%,1.08,33%,0,0,31%,Thatcher,Jager
5,GDNN1,0.78,5-10 (-5),0-1 (-1),67%,0.42,17%,0,2,25%,Thermite,Smoke
6,IBLACKZ,0.9,8-8 (+0),1-3 (-2),58%,0.67,33%,0,0,29%,Ash,Mute
7,ION,1.09,9-7 (+2),2-2 (+0),67%,0.75,42%,1,0,56%,Buck,Mute
8,HUGZORD,0.74,6-9 (-3),0-1 (-1),58%,0.5,25%,0,0,50%,Jackal,Maestro
9,GABRILOS,0.77,5-9 (-4),1-1 (+0),58%,0.42,25%,0,0,40%,Thermite,Smoke
0,PSYCHO,1.12,11-9 (+2),0-2 (-2),67%,0.92,25%,0,0,40%,IQ,Castle
1,KAMIKAZE,1.2,12-10 (+2),1-2 (-1),83%,1,17%,0,1,91%,Zofia,Bandit
2,JULIO,0.79,5-8 (-3),2-0 (+2),50%,0.42,33%,0,1,100%,Hibana,Mira
3,WAG,0.7,2-8 (-6),1-0 (+1),58%,0.17,33%,0,0,100%,Dokkaebi,Smoke
4,BULLET,1.27,13-9 (+4),2-2 (+0),67%,1.08,25%,1,0,38%,Buck,Mute
5,NOVYS,1.36,13-7 (+6),2-0 (+2),83%,1.08,42%,0,0,58%,Ash,Valkyrie
6,CYB3R,1.11,11-9 (+2),0-2 (-2),67%,0.92,25%,0,0,45%,IQ,Jager
7,PX,0.73,4-9 (-5),1-0 (+1),58%,0.33,25%,0,1,75%,Thermite,Mira
8,MKING,0.4,2-10 (-8),0-3 (-3),33%,0.17,17%,0,0,50%,Ying,Echo
9,PINO,1.37,14-8 (+6),3-1 (+2),75%,1.17,33%,0,0,46%,Buck,Jager
0, DUDDS,1.05,9-10 (-1),1-2 (-1),73%,0.82,9%,1,1,22%,Zofia,Jager
1,INTACT,0.86,7-8 (-1),2-1 (+1),45%,0.64,27%,0,0,57%,Buck,Smoke
2,MITY,1.17,10-8 (+2),3-0 (+3),73%,0.91,27%,0,0,63%,Sledge,Kapkan
3,DRUNKZ,0.73,6-10 (-4),0-1 (-1),55%,0.55,9%,0,0,83%,Dokkaebi,Maestro
4,VELVET,1.15,9-6 (+3),2-2 (+0),64%,0.82,45%,0,1,78%,Ash,Doc
5,VNXZZ,1.68,14-4 (+10),2-0 (+2),100%,1.27,64%,1,0,36%,Zofia,Valkyrie
6,ABREU,0.87,5-7 (-2),0-1 (-1),64%,0.45,36%,0,1,50%,Thermite,Jager
7,YUUK,0.18,0-11 (-11),0-3 (-3),36%,0,0%,0,0,0%,Ash,Lesion
8,BOR,1.07,9-8 (+1),0-1 (-1),55%,0.82,27%,1,2,56%,Hibana,Pulse
9,VITZ,1.06,9-7 (+2),1-0 (+1),64%,0.82,36%,0,0,63%,Jackal,Mute
0,CAMERAM4N,1.32,18-13 (+5),5-1 (+4),63%,0.95,32%,2,0,78%,Buck,Mute
1,MURINGA,0.96,8-12 (-4),0-3 (-3),74%,0.42,37%,0,6,43%,Hibana,Smoke
2,ASTRO,1.04,16-14 (+2),2-4 (-2),68%,0.84,26%,0,0,44%,Zofia,Lesion
3,MAV,0.93,12-14 (-2),1-1 (+0),58%,0.63,26%,0,0,45%,Capitao,Jager
4,NESK,1.19,19-12 (+7),5-3 (+2),58%,1,37%,0,0,26%,Ash,Bandit
5,BULLET,1.22,18-12 (+6),3-1 (+2),72%,1,33%,0,0,35%,Twitch,Lesion
6,ZIG,0.82,7-13 (-6),0-1 (-1),74%,0.37,32%,0,0,50%,Lion,Echo
7, SEXYCAKE,0.99,12-14 (-2),2-2 (+0),74%,0.63,26%,0,1,67%,IQ,Jager
8,YOONA,0.84,11-14 (-3),1-1 (+0),58%,0.58,26%,0,0,55%,Thatcher,Echo
9,SILENCE,0.94,11-14 (-3),0-2 (-2),63%,0.58,26%,0,7,44%,Hibana,Mira
0,SPAWNSSS,0.77,9-13 (-4),0-0 (+0),53%,0.47,32%,0,0,71%,Jackal,Valkyrie
1,FK1,0.69,8-17 (-9),4-3 (+1),58%,0.42,11%,0,1,63%,Zofia,Jager
2,GCR,0.87,14-15 (-1),4-5 (-1),56%,0.78,17%,0,0,85%,Sledge,Bandit
3,REVO1TZ,0.85,10-13 (-3),0-0 (+0),58%,0.53,32%,0,1,30%,Thatcher,Maestro
4,DUDDS,1.01,13-14 (-1),5-5 (+0),68%,0.68,26%,0,1,46%,Hibana,Jager
5,MKING,0.98,9-11 (-2),0-1 (-1),68%,0.47,42%,0,2,57%,Thermite,Mira
6,INTACT,1.19,13-10 (+3),1-0 (+1),79%,0.68,47%,1,1,17%,Zofia,Smoke
7,PALUH,1.53,26-12 (+14),3-3 (+0),63%,1.37,37%,0,0,48%,Buck,Maestro
8,NINEXT,1.16,16-13 (+3),1-2 (-1),63%,0.84,32%,1,1,60%,Hibana,Smoke
9,BOR,1.01,10-10 (+0),1-0 (+1),74%,0.53,47%,0,2,63%,Dokkaebi,Valkyrie
0,GOGA,0.72,4-8 (-4),1-3 (-2),58%,0.33,33%,0,0,33%,IQ,Valkyrie
1,FABIAN,1.08,9-9 (+0),1-3 (-2),67%,0.75,25%,0,1,44%,Ying,Lesion
2,JOONAS,1.3,11-5 (+6),1-1 (+0),75%,0.92,58%,0,1,64%,Zofia,Bandit
3,PENGU,1.58,15-4 (+11),1-1 (+0),67%,1.25,67%,0,0,67%,Hibana,Smoke
4,SHA77E,1.5,12-3 (+9),0-0 (+0),92%,1,75%,0,1,67%,Twitch,Mira
5,RISZE,0.85,9-10 (-1),0-1 (-1),58%,0.75,17%,0,0,14%,Hibana,Mira
6,PANIX,0.75,7-10 (-3),3-1 (+2),50%,0.58,17%,0,0,57%,Zofia,Ela
7,ENEMY,0.44,3-11 (-8),0-1 (-1),33%,0.25,8%,0,0,100%,Ying,Bandit
8,REVAN,0.68,5-10 (-5),2-0 (+2),50%,0.42,17%,0,0,75%,Ash,Smoke
9,VOY,0.73,5-10 (-5),3-1 (+2),58%,0.42,17%,0,0,100%,Buck,Jager
0,KS,0.96,19-19 (+0),0-4 (-4),52%,0.7,30%,1,1,29%,Dokkaebi,Mira
1,PARAA,0.64,15-24 (-9),2-9 (-7),44%,0.56,11%,0,0,64%,IQ,Ela
2,RIPZ,0.71,13-22 (-9),0-4 (-4),56%,0.48,19%,0,0,62%,Capitao,Bandit
3,HUNGRY,0.9,21-22 (-1),2-2 (+0),56%,0.78,19%,0,0,30%,Ying,Smoke
4,VALE,1.08,18-19 (-1),1-3 (-2),63%,0.67,30%,2,1,61%,Hibana,Jager
5,NECROX,1.27,21-15 (+6),1-0 (+1),81%,0.78,44%,1,2,43%,Hibana,Jager
6,YUNG,1.07,15-14 (+1),1-1 (+0),81%,0.56,48%,0,2,36%,Capitao,Smoke
7,BC,0.97,20-19 (+1),4-1 (+3),63%,0.74,30%,0,0,40%,Buck,Mira
8,NVK,1.27,28-21 (+7),10-1 (+9),74%,1.04,22%,0,0,75%,Ash,Ela
9,CANADIAN,1.1,22-19 (+3),6-2 (+4),59%,0.81,30%,1,1,44%,Zofia,Pulse
0,BRYAN,1.18,10-8 (+2),0-0 (+0),79%,0.71,43%,1,0,50%,Thatcher,Smoke
1,EASILYY,1.49,17-7 (+10),3-1 (+2),71%,1.21,50%,0,0,38%,Hibana,Mira
2,SLASHUG,1.32,13-8 (+5),2-2 (+0),86%,0.93,43%,0,1,67%,Ying,Pulse
3,ECL9PSE,0.74,6-8 (-2),0-3 (-3),50%,0.43,43%,0,0,60%,Ash,Ela
4,AVIAN,1.34,14-8 (+6),2-1 (+1),93%,1,43%,0,0,50%,Zofia,Bandit
5,MAGNET,0.52,4-12 (-8),3-2 (+1),50%,0.29,14%,0,0,0%,Buck,Pulse
6,LUSTY,1.35,15-10 (+5),0-0 (+0),79%,1.07,29%,1,1,57%,Hibana,Mira
7,RIZRAZ,0.74,9-13 (-4),2-3 (-1),43%,0.64,7%,0,0,63%,Twitch,Jager
8,ACEZ,0.8,8-14 (-6),2-0 (+2),64%,0.57,0%,0,0,63%,Ying,Valkyrie
9,KNGZ,0.42,3-12 (-9),0-2 (-2),36%,0.21,14%,0,0,67%,Zofia,Bandit
0,REDGROOVE,1.11,13-11 (+2),0-0 (+0),64%,0.93,21%,0,1,31%,Thermite,Mira
1,NESK,2.64,32-9 (+23),7-0 (+7),100%,2.29,36%,1,0,31%,Hibana,Ela
2,BULLET,1.2,12-8 (+4),3-0 (+3),79%,0.86,43%,0,0,17%,Thatcher,Valkyrie
3,ZIG,0.98,4-7 (-3),0-1 (-1),79%,0.29,50%,0,4,100%,Thermite,Mute
4,SEXYCAKE,0.65,4-10 (-6),0-2 (-2),57%,0.29,29%,0,1,25%,Buck,Vigil
5,SHOCKWAVE,0.74,9-13 (-4),1-4 (-3),57%,0.64,7%,0,0,75%,Blackbeard,Bandit
6,SHEPPARD,1.06,11-11 (+0),1-1 (+0),50%,0.79,21%,1,0,33%,Twitch,Smoke
7,JOYSTICK,0.26,1-14 (-13),0-5 (-5),29%,0.07,0%,0,0,100%,Ash,Jager
8,PWN3F,0.81,9-12 (-3),1-1 (+0),57%,0.64,14%,0,0,50%,Hibana,Ela
9,YUUK,0.98,8-9 (-1),1-0 (+1),71%,0.57,36%,0,0,71%,Ying,Smoke
0,PSYCHO,1.35,30-15 (+15),7-5 (+2),70%,1.11,44%,0,0,73%,Glaz,Valkyrie
1,KAMIKAZE,1.16,23-19 (+4),1-1 (+0),74%,0.85,30%,1,1,30%,Ash,Jager
